ID,GENERO,RENTA,EDAD,NIV_EDUC,E_CIVIL,COD_OFI,COD_COM,CIUDAD,D_Marzo ,D_Abril,D_Mayo,D_Junio,D_Julio,D_Agosto,D_Septiembre,M_MOROSO,MONTO,SEGURO,FUGA
673,M       ,207.850,43,TEC     ,SOL     ,67,193,CHILLAN         ,0,727.134,0,0,0,0,17.403,0,5.600.000,NO,NO FUGA
674,M       ,21.495,40,UNV     ,CAS     ,52,89,SANTIAGO        ,0,933,0,363.526,594,0,128,2,1.300.000,NO,FUGA
675,F       ,3.321.995,36,TEC     ,VIU     ,69,89,SANTIAGO        ,1.104.460,100.894,0,0,589,0,0,1,1.500.000,NO,NO FUGA
676,F       ,1.170.936,35,TEC     ,VIU     ,90,99,SANTIAGO        ,0,341.237,0,0,217,0,0,1,8.000.000,NO,NO FUGA
677,M       ,1.594.955,42,MED     ,CAS     ,49,106,SANTIAGO        ,0,0,0,121.502,485,3.710,3.578,1,3.300.000,NO,FUGA
678,M       ,414.074,44,UNV     ,CAS     ,10,5,IQUIQUE         ,0,216.707,0,0,11,0,0,1,1.800.000,NO,NO FUGA
679,M       ,951.209,48,MED     ,SEP     ,117,88,SANTIAGO        ,0,179.708,0,0,3.015,0,110,2,500.000,SI,FUGA
680,M       ,437.275,31,TEC     ,SOL     ,92,93,SANTIAGO        ,658.892,5.646,0,405.260,597,0,411,1,900.000,SI,FUGA
681,M       ,78.491,54,TEC     ,CAS     ,25,106,SANTIAGO        ,0,337.814,0,510.087,667,0,119,1,1.000.000,NO,FUGA
682,F       ,5.588.459,39,TEC     ,VIU     ,31,119,SANTIAGO        ,0,288.192,0,54.502,2.080,0,205,1,2.700.000,NO,NO FUGA
683,M       ,55.306,52,UNV     ,CAS     ,49,104,SANTIAGO        ,0,788,0,419.487,2.414,0,1.068,3,1.900.000,NO,FUGA
684,F       ,370.159,35,TEC     ,VIU     ,27,126,SAN PEDRO       ,0,463.815,11.870.618,465.189,1.934,11.886,11.312,1,4.400.000,NO,NO FUGA
685,M       ,605.690,54,MED     ,CAS     ,25,90,SANTIAGO        ,0,253.935,0,89.453,0,7.867,14,1,5.200.000,NO,FUGA
686,M       ,57.000,44,UNV     ,CAS     ,90,93,SANTIAGO        ,9.088,47.141,0,182.323,1.978,0,493,3,1.400.000,NO,FUGA
687,F       ,192.875,55,MED     ,SOL     ,122,85,SANTIAGO        ,0,0,0,0,81,0,194,1,6.500.000,SI,NO FUGA
688,F       ,42.202,54,MED     ,CAS     ,59,90,SANTIAGO        ,0,836.628,0,0,14,2.813,0,1,8.000.000,NO,NO FUGA
689,M       ,3.485.500,41,UNV     ,CAS     ,55,90,SANTIAGO        ,12.534,158.489,0,395.551,516,0,196,1,2.000.000,NO,FUGA
690,M       ,1.017.402,47,UNV     ,CAS     ,138,1,ARICA           ,0,392.116,632.720,0,0,0,0,1,5.200.000,NO,FUGA
691,M       ,221.041,30,TEC     ,SOL     ,90,226,CONCEPCION      ,0,3.703,0,0,37,0,0,1,2.000.000,NO,NO FUGA
692,F       ,364.106,55,UNV     ,CAS     ,27,226,CONCEPCION      ,0,1.167,0,267.951,116,0,99,1,2.000.000,NO,FUGA
693,M       ,350.730,45,UNV     ,CAS     ,90,80,SANTIAGO        ,0,93.802,0,0,373,5.266,2,1,1.900.000,NO,NO FUGA
694,M       ,270.899,42,TEC     ,CAS     ,27,226,CONCEPCION      ,2.853.553,352.220,0,0,3.100,0,1.076,1,7.000.000,NO,FUGA
695,M       ,643.976,43,MED     ,CAS     ,47,67,VINA DEL MAR    ,0,482.343,0,0,71,0,9,2,3.700.000,SI,NO FUGA
696,F       ,89.381,50,TEC     ,CAS     ,54,89,SANTIAGO        ,0,10.098,0,0,2.149,0,742,3,1.900.000,NO,NO FUGA
697,F       ,155.679,48,MED     ,CAS     ,21,502,CALAMA    ,0,0,0,39.947,0,0,15,0,2.000.000,NO,NO FUGA
698,M       ,945.731,42,TEC     ,CAS     ,45,89,SANTIAGO        ,0,208.847,0,0,743,23.911,129,1,5.800.000,NO,FUGA
699,F       ,6.114.405,31,TEC     ,SOL     ,79,148,SAN FERNANDO    ,0,0,0,0,0,733,83,0,2.900.000,SI,NO FUGA
700,F       ,730.652,41,MED     ,SOL     ,102,90,SANTIAGO        ,0,93.684,0,888.793,269,0,127,1,3.200.000,SI,NO FUGA
701,F       ,693.081,44,TEC     ,CAS     ,90,5,IQUIQUE         ,0,0,0,0,4,17.081,0,1,2.800.000,NO,NO FUGA
702,M       ,429.894,46,MED     ,SOL     ,138,1,ARICA           ,763.874,5.212,0,241.828,247,0,194,1,500.000,SI,FUGA
703,F       ,38.019,43,MED     ,SOL     ,11,11,TOCOPILLA       ,0,98.699,0,0,0,0,2.262,0,6.100.000,SI,NO FUGA
704,F       ,859.951,45,UNV     ,CAS     ,24,85,SANTIAGO        ,657.794,698,0,162.006,437,0,286,2,3.100.000,SI,FUGA
705,M       ,4.150,45,UNV     ,CAS     ,54,80,SANTIAGO        ,0,59.253,0,0,486,5.222,0,1,3.800.000,NO,FUGA
706,F       ,1.058.275,39,TEC     ,CAS     ,48,89,SANTIAGO        ,0,953.023,0,0,0,21.056,0,0,4.000.000,NO,NO FUGA
707,M       ,652.605,28,UNV     ,SOL     ,66,253,TEMUCO          ,0,530.671,0,254.228,0,0,146,0,3.200.000,NO,NO FUGA
708,M       ,646.229,54,TEC     ,CAS     ,27,226,CONCEPCION      ,0,608.452,0,0,0,26.381,21,1,3.100.000,NO,FUGA
709,M       ,713.424,43,MED     ,CAS     ,82,85,SANTIAGO        ,393.553,22.484,0,67.233,182,0,71,1,8.000.000,SI,FUGA
710,M       ,481.288,39,TEC     ,CAS     ,57,93,SANTIAGO        ,0,206.523,0,599.593,203,0,625,1,1.500.000,NO,NO FUGA
711,F       ,455.464,54,UNV     ,VIU     ,16,89,SANTIAGO        ,0,545.721,0,0,17,0,0,1,1.300.000,SI,NO FUGA
712,M       ,36.948,49,UNV     ,CAS     ,49,90,SANTIAGO        ,105.279,1.356,0,510.823,1.400,0,402,1,1.700.000,SI,FUGA
713,M       ,237.944,29,        ,CAS     ,76,104,SANTIAGO        ,45.468,30.231,0,580.777,557,0,456,1,2.900.000,NO,NO FUGA
714,F       ,1.983.371,31,MED     ,SOL     ,48,82,SANTIAGO        ,0,71.136,0,0,1,0,0,1,1.900.000,NO,NO FUGA
715,M       ,6.420.819,43,UNV     ,CAS     ,17,118,SANTIAGO        ,0,158.540,0,535.503,0,0,125,1,2.400.000,NO,FUGA
716,M       ,4.087.490,45,UNV     ,CAS     ,31,119,SANTIAGO        ,0,274.655,0,66.389,0,0,126,1,3.300.000,NO,FUGA
717,F       ,2.315.744,30,MED     ,VIU     ,76,80,SANTIAGO        ,0,19.178,0,65.512,14,0,19,1,1.900.000,NO,NO FUGA
718,M       ,1.091.996,37,UNV     ,SOL     ,14,22,COPIAPO         ,1.267.283,1.120.628,0,0,439,27.303,13,1,4.500.000,NO,NO FUGA
719,F       ,6.258.526,36,TEC     ,VIU     ,96,88,SANTIAGO        ,0,291.716,0,0,2.366,0,116,1,4.400.000,NO,NO FUGA
720,M       ,15.595,40,MED     ,CAS     ,41,119,SANTIAGO        ,0,93.979,0,59.006,176,0,53,1,3.500.000,NO,NO FUGA
721,F       ,5.511.066,36,MED     ,VIU     ,40,88,SANTIAGO        ,0,1.347.428,0,73.707,32,0,0,1,8.000.000,NO,NO FUGA
722,F       ,25.975,42,TEC     ,SOL     ,60,291,PUERTO MONTT    ,606.920,796.261,0,0,1.626,0,21.582,1,4.200.000,SI,NO FUGA
723,F       ,28.572,28,EUN     ,SOL     ,132,99,SANTIAGO        ,0,85.576,0,0,230,0,0,3,1.200.000,NO,NO FUGA
724,F       ,4.538.557,27,EUN     ,SOL     ,52,88,SANTIAGO        ,0,70.246,0,275.500,0,0,59,0,8.000.000,NO,NO FUGA
725,M       ,960.901,52,UNV     ,SOL     ,138,1,ARICA           ,0,0,0,0,0,0,0,1,5.000.000,NO,FUGA
726,M       ,68.274,47,MED     ,CAS     ,55,90,SANTIAGO        ,0,41.022,0,952.945,4.311,40.173,2.266,2,3.000.000,NO,FUGA
727,M       ,872.727,38,TEC     ,CAS     ,18,99,SANTIAGO        ,0,184.647,0,0,2.052,0,1.041,2,1.200.000,SI,NO FUGA
728,M       ,390.098,53,TEC     ,SOL     ,90,88,SANTIAGO        ,0,0,0,0,50,22.571,922,1,8.000.000,NO,NO FUGA
729,F       ,61.058,40,TEC     ,SOL     ,52,131,RANCAGUA        ,0,116.612,0,31.378,0,2.525,0,0,2.200.000,NO,NO FUGA
730,F       ,190.625,48,MED     ,CAS     ,138,1,ARICA           ,482.390,399.744,0,0,1.406,0,0,1,1.900.000,NO,FUGA
731,M       ,1.097.637,43,UNV     ,CAS     ,48,105,SANTIAGO        ,0,99.844,0,88.408,4.162,516,505,3,1.500.000,NO,FUGA
732,F       ,239.849,42,TEC     ,SOL     ,27,226,CONCEPCION      ,706.124,241.525,0,67.661,753,0,2.051,2,5.600.000,SI,FUGA
733,M       ,751.995,45,UNV     ,CAS     ,30,94,SANTIAGO        ,0,69.309,0,17.067,178,0,0,2,4.000.000,NO,FUGA
734,M       ,14.777,40,UNV     ,CAS     ,55,90,SANTIAGO        ,0,496.450,356.892,0,1,0,2.064,1,8.000.000,NO,FUGA
735,M       ,3.934.515,40,        ,CAS     ,76,98,SANTIAGO        ,0,5.986,583.734,33.859,10,0,676,1,3.700.000,SI,FUGA
736,F       ,500.311,50,UNV     ,SOL     ,138,1,ARICA           ,0,438.325,0,117.538,439,0,0,1,4.700.000,NO,FUGA
737,F       ,824.557,39,UNV     ,CAS     ,32,116,SANTIAGO        ,748.526,328.077,0,138.104,216,0,1,1,3.700.000,NO,NO FUGA
738,F       ,1.396.099,42,TEC     ,CAS     ,24,88,SANTIAGO        ,0,760.742,0,0,143,1.863,1,2,8.000.000,NO,NO FUGA
739,M       ,529.158,54,UNV     ,CAS     ,27,226,CONCEPCION      ,0,729.385,0,56.759,726,28.812,20.427,1,5.500.000,NO,NO FUGA
740,F       ,7.801,45,TEC     ,SOL     ,37,93,SANTIAGO        ,0,170.752,0,152.234,95,0,166,1,3.600.000,SI,NO FUGA
741,M       ,242.163,45,UNV     ,SOL     ,90,119,SANTIAGO        ,347.876,132.295,0,90.838,258,0,59,2,1.200.000,NO,FUGA
742,M       ,1.006.584,37,TEC     ,CAS     ,124,253,TEMUCO          ,591.119,224.339,0,0,104,20.378,3.085,1,5.700.000,NO,NO FUGA
743,F       ,337.607,36,MED     ,CAS     ,101,87,SANTIAGO        ,0,471.220,0,0,356,0,321,1,1.500.000,NO,NO FUGA
744,M       ,39.687,28,TEC     ,SOL     ,13,16,ANTOFAGASTA     ,0,299.599,0,0,33,30.469,1.368,2,5.500.000,SI,NO FUGA
745,F       ,2.597.747,53,TEC     ,SOL     ,85,88,SANTIAGO        ,0,2.024.218,0,0,144,0,8.175,1,8.000.000,NO,NO FUGA
746,M       ,471.524,30,TEC     ,CAS     ,100,70,QUILPUE         ,0,0,0,155.583,44,0,8,2,2.300.000,NO,NO FUGA
747,M       ,37.341,31,MED     ,SOL     ,40,67,VINA DEL MAR    ,0,472.681,0,301.276,0,0,222,0,3.500.000,NO,NO FUGA
748,F       ,1.290.610,33,TEC     ,VIU     ,62,292,PUERTO VARAS    ,0,583.750,0,0,702,1.944,55,1,4.400.000,NO,NO FUGA
749,F       ,413.543,44,MED     ,CAS     ,55,86,SANTIAGO        ,0,723.235,0,0,1,0,1,1,8.000.000,NO,NO FUGA
750,M       ,640.034,54,UNV     ,CAS     ,31,119,SANTIAGO        ,0,61.135,0,329.011,708,0,628,2,4.400.000,NO,FUGA
751,F       ,953.265,40,UNV     ,CAS     ,102,90,SANTIAGO        ,0,767.779,0,248.002,2.098,0,38,2,3.400.000,NO,FUGA
752,F       ,103.184,48,MED     ,CAS     ,138,1,ARICA           ,0,643,0,221.182,1.430,0,8.620,2,750.000,NO,FUGA
753,F       ,33.348,46,TEC     ,SOL     ,53,115,SANTIAGO        ,0,586.808,0,0,1,5.103,0,1,8.000.000,SI,NO FUGA
754,M       ,1.209.730,55,UNV     ,CAS     ,39,84,SANTIAGO        ,0,39.741,0,51.927,2.088,0,48,3,7.200.000,NO,NO FUGA
755,M       ,418.763,38,TEC     ,CAS     ,68,213,LOS ANGELES     ,654.741,493.935,0,0,307,0,0,1,2.500.000,NO,NO FUGA
756,M       ,269.022,51,UNV     ,SOL     ,90,97,SANTIAGO        ,0,188.847,0,93.045,0,0,14.233,1,2.200.000,NO,FUGA
757,M       ,4.111,31,TEC     ,CAS     ,27,226,CONCEPCION      ,0,169.722,0,20.901,50,0,209,1,2.600.000,NO,FUGA
758,F       ,57.715,48,TEC     ,SOL     ,11,11,TOCOPILLA       ,0,0,0,146.442,860,0,893,1,8.000.000,SI,NO FUGA
759,M       ,605.660,54,UNV     ,CAS     ,57,105,SANTIAGO        ,0,537.390,0,440,158,0,3,1,8.000.000,NO,FUGA
760,F       ,4.403,33,TEC     ,SOL     ,45,88,SANTIAGO        ,0,1.143.507,0,0,1,0,0,1,2.700.000,SI,NO FUGA
761,M       ,827.826,46,MED     ,SOL     ,14,22,COPIAPO         ,0,175.344,0,2.375,0,0,22.959,0,8.000.000,NO,NO FUGA
762,M       ,768.598,54,UNV     ,CAS     ,27,226,CONCEPCION      ,2.019.178,29.723,0,1.043.172,5.407,11.390,2.506,2,1.200.000,NO,FUGA
763,F       ,41.834,40,MED     ,VIU     ,84,86,SANTIAGO        ,0,968.416,0,0,1.720,0,41.192,1,8.000.000,SI,NO FUGA
764,M       ,387.708,50,UNV     ,CAS     ,37,98,SANTIAGO        ,0,202.169,0,0,465,0,0,2,1.400.000,NO,FUGA
765,M       ,2.201.554,28,MED     ,CAS     ,90,85,SANTIAGO        ,0,212.295,0,0,62,45.296,0,2,8.000.000,NO,NO FUGA
766,M       ,469.134,29,UNV     ,SOL     ,102,100,SANTIAGO        ,444.682,116.392,0,0,59,0,0,1,1.200.000,NO,FUGA
767,M       ,2.775,52,MED     ,CAS     ,41,105,SANTIAGO        ,0,70.016,0,0,1,0,884,1,2.500.000,NO,FUGA
768,M       ,673.656,37,MED     ,CAS     ,24,83,SANTIAGO        ,0,285.929,0,603.282,77,16.621,1.318,1,8.000.000,NO,NO FUGA
769,M       ,699.929,51,MED     ,CAS     ,90,86,SANTIAGO        ,0,78.297,0,0,18,3.502,0,2,4.000.000,NO,NO FUGA
770,M       ,497.012,52,MED     ,CAS     ,27,226,CONCEPCION      ,291.601,159.262,3.699.824,217.646,984,30.546,4.935,2,2.800.000,NO,FUGA
771,M       ,495.554,60,TEC     ,SOL     ,67,193,CHILLAN         ,152.392,864.481,0,303.818,189,0,361,1,1.200.000,NO,NO FUGA
772,M       ,18.690,42,MED     ,CAS     ,31,119,SANTIAGO        ,0,0,0,0,0,0,1.835,1,2.800.000,NO,FUGA
773,F       ,72.964,44,TEC     ,SOL     ,62,292,PUERTO VARAS    ,0,151.624,0,0,248,0,0,1,1.800.000,SI,NO FUGA
774,F       ,1.932.584,47,MED     ,CAS     ,66,242,ANGOL           ,0,712,0,1.129.497,7.811,6.329,17.365,1,3.400.000,NO,NO FUGA
775,M       ,5.576,43,UNV     ,CAS     ,55,90,SANTIAGO        ,0,239.592,0,155.566,1.058,0,574,2,800.000,NO,FUGA
776,M       ,285.989,45,UNV     ,SOL     ,31,119,SANTIAGO        ,45.324,79.095,0,262.740,164,0,34,1,1.100.000,NO,FUGA
777,M       ,470.376,45,TEC     ,CAS     ,90,80,SANTIAGO        ,0,535.461,0,0,234,10.903,2,1,1.900.000,NO,NO FUGA
778,M       ,2.863.478,41,UNV     ,CAS     ,55,90,SANTIAGO        ,387.738,141.618,0,11.955,523,8.732,1,3,1.100.000,NO,FUGA
779,M       ,491.636,53,UNV     ,SOL     ,31,118,SANTIAGO        ,0,397.231,0,486.533,568,0,956,3,3.700.000,NO,FUGA
780,F       ,5.475,46,MED     ,CAS     ,151,226,CONCEPCION      ,0,0,0,0,0,15.028,4,0,2.000.000,NO,NO FUGA
781,M       ,215.955,45,MED     ,CAS     ,138,1,ARICA           ,0,0,0,59.022,285,0,1.431,3,2.000.000,SI,FUGA
782,M       ,60.884,48,MED     ,CAS     ,55,90,SANTIAGO        ,359.104,337.758,0,0,3.373,1.952,380,2,6.100.000,NO,FUGA
783,M       ,50.742,41,UNV     ,CAS     ,55,90,SANTIAGO        ,0,178.347,0,77.223,14,0,3.626,1,4.200.000,NO,FUGA
784,M       ,547.745,55,MED     ,CAS     ,31,119,SANTIAGO        ,0,229.401,0,836.185,0,0,991,1,3.700.000,NO,FUGA
785,M       ,878.626,46,UNV     ,CAS     ,90,86,SANTIAGO        ,0,0,0,0,3.190,0,7.076,2,3.100.000,NO,FUGA
786,M       ,337.448,41,UNV     ,CAS     ,55,90,SANTIAGO        ,0,37.487,0,947.584,183,0,179,1,1.800.000,NO,FUGA
787,M       ,500.438,59,UNV     ,SOL     ,86,49,LOS ANDES       ,477.060,0,0,0,244,0,0,1,1.600.000,NO,NO FUGA
788,M       ,193.565,32,TEC     ,CAS     ,75,186,PARRAL          ,0,0,0,0,0,0,9,0,2.400.000,NO,NO FUGA
789,M       ,481.970,53,UNV     ,CAS     ,10,5,IQUIQUE         ,0,0,338.851,0,1.221,0,3.157,3,8.000.000,NO,NO FUGA
790,M       ,886.832,55,TEC     ,CAS     ,103,93,SANTIAGO        ,0,54.942,0,0,12,19.069,66,3,3.400.000,NO,FUGA
791,M       ,3.291.947,40,UNV     ,CAS     ,54,91,SANTIAGO        ,0,59.517,0,8.792,31,5.762,0,2,1.800.000,NO,FUGA
792,M       ,2.821.667,42,MED     ,SOL     ,83,92,SANTIAGO        ,18.172,398.082,0,205.338,573,21.487,26.726,1,8.000.000,NO,NO FUGA
793,M       ,5.178.340,44,UNV     ,CAS     ,90,82,SANTIAGO        ,0,427.023,0,24.084,0,0,0,1,2.000.000,NO,FUGA
794,M       ,21.793,55,UNV     ,CAS     ,55,90,SANTIAGO        ,0,770.015,0,14.581,188,0,10,1,500.000,NO,FUGA
795,F       ,1.685.802,38,UNV     ,,21,502,CALAMA    ,0,124.325,0,0,42,0,0,1,8.000.000,NO,NO FUGA
796,F       ,52.522,58,MED     ,SOL     ,120,89,SANTIAGO        ,0,6.186,0,0,6,0,0,1,8.000.000,SI,NO FUGA
797,M       ,15.383,52,MED     ,,27,226,CONCEPCION      ,0,18.093,0,44.664,465,6.804,1.625,2,4.200.000,NO,FUGA
798,M       ,225.434,46,UNV     ,CAS     ,31,119,SANTIAGO        ,0,180.571,39.242,229.612,259,0,6.515,2,2.100.000,NO,FUGA
799,M       ,640.375,41,MED     ,SEP     ,27,226,CONCEPCION      ,367.586,588.384,0,342.718,417,420,191,2,3.500.000,NO,FUGA
800,F       ,437.952,37,MED     ,SOL     ,90,105,SANTIAGO        ,0,334.670,0,11.996,0,0,58,0,1.700.000,NO,NO FUGA
801,M       ,377.787,35,TEC     ,CAS     ,90,115,SANTIAGO        ,0,170.924,0,0,0,1.585,0,0,1.900.000,NO,NO FUGA
802,M       ,62.859,41,MED     ,CAS     ,55,90,SANTIAGO        ,0,0,0,14.433,481,1.070,376,2,4.100.000,NO,FUGA
803,M       ,4.770.084,43,UNV     ,CAS     ,40,80,SANTIAGO        ,0,603.197,0,2.436.112,147,19.128,2.960,2,4.700.000,NO,FUGA
804,F       ,406.723,47,UNV     ,CAS     ,103,93,SANTIAGO        ,0,108.584,0,0,203,0,0,2,1.400.000,SI,FUGA
805,M       ,93.787,55,TEC     ,SOL     ,27,226,CONCEPCION      ,0,371.999,0,171.019,462,0,112,3,1.500.000,NO,FUGA
806,F       ,526.855,52,UNV     ,SOL     ,57,112,SANTIAGO        ,0,115.904,0,49.648,329,1.493,0,2,1.600.000,NO,FUGA
807,M       ,387.772,43,UNV     ,CAS     ,132,105,SANTIAGO        ,0,200.237,0,65.201,742,410,154,1,1.500.000,SI,FUGA
808,M       ,397.914,44,TEC     ,CAS     ,138,1,ARICA           ,0,357.321,0,445.019,212,0,1.016,2,1.100.000,NO,FUGA
809,F       ,27.005,44,MED     ,SOL     ,12,13,CALAMA          ,0,0,0,0,268,0,41.804,1,8.000.000,SI,NO FUGA
810,M       ,185.804,51,TEC     ,CAS     ,138,1,ARICA           ,518.756,201.281,0,217.979,879,0,22,2,4.600.000,NO,FUGA
811,M       ,275.250,49,UNV     ,CAS     ,83,93,SANTIAGO        ,0,232.110,0,325.133,2.009,0,410,2,750.000,NO,FUGA
812,M       ,279.260,29,UNV     ,CAS     ,14,22,COPIAPO         ,0,207.116,0,5.473,4,0,53,1,3.800.000,NO,NO FUGA
813,M       ,477.916,40,UNV     ,CAS     ,10,5,IQUIQUE         ,0,0,0,602.367,0,14.456,643,0,8.000.000,SI,NO FUGA
814,M       ,59.325,45,UNV     ,CAS     ,55,90,SANTIAGO        ,0,0,0,18.535,4,0,0,1,2.200.000,NO,FUGA
815,F       ,4.218.551,41,TEC     ,SOL     ,84,100,SANTIAGO        ,0,113.330,0,0,12,0,0,1,2.200.000,NO,NO FUGA
816,M       ,893.729,44,UNV     ,CAS     ,17,103,SANTIAGO        ,430.497,9.701,0,303.181,4.298,10.014,142,3,700.000,NO,FUGA
817,M       ,483.940,37,UNV     ,CAS     ,27,226,CONCEPCION      ,0,6.667,0,10.196,229,14.421,606,2,1.800.000,NO,NO FUGA
818,M       ,473.712,47,MED     ,CAS     ,45,88,SANTIAGO        ,0,344.594,0,0,0,0,30,1,8.000.000,NO,FUGA
819,F       ,549.778,49,MED     ,CAS     ,121,87,SANTIAGO        ,1.686.529,84.101,0,0,1.333,65.791,9,1,5.000.000,NO,NO FUGA
820,F       ,45.024,59,MED     ,SOL     ,88,71,VILLA ALEMANA    ,0,206.399,0,0,1.803,0,19,1,5.000.000,SI,NO FUGA
821,F       ,308.035,44,MED     ,CAS     ,53,103,SANTIAGO        ,0,129.294,0,0,210,4.320,407,1,1.000.000,NO,NO FUGA
822,M       ,345.332,32,TEC     ,SOL     ,17,106,SANTIAGO        ,0,5.941,0,787.509,92,24.521,1.943,1,6.200.000,NO,NO FUGA
823,M       ,259.934,46,MED     ,CAS     ,138,1,ARICA           ,0,17.569,0,20.177,163,0,216,1,1.900.000,NO,FUGA
824,M       ,627.607,46,MED     ,CAS     ,31,119,SANTIAGO        ,2.312.178,557.056,0,1.465.684,1.079,0,3.577,2,1.300.000,NO,FUGA
825,M       ,683.160,48,TEC     ,SOL     ,138,1,ARICA           ,0,50.717,0,78.265,193,0,1.593,2,2.500.000,NO,FUGA
826,M       ,44.605,40,UNV     ,CAS     ,90,85,SANTIAGO        ,0,726.684,0,0,512,0,814,3,6.000.000,NO,FUGA
827,M       ,277.963,30,UNV     ,SOL     ,27,226,CONCEPCION      ,0,12.948,0,110.873,0,0,14,1,1.900.000,NO,FUGA
828,M       ,670.313,48,MED     ,CAS     ,37,104,SANTIAGO        ,247.266,0,0,56.695,717,0,652,1,2.100.000,NO,FUGA
829,M       ,612.074,38,UNV     ,SOL     ,67,193,CHILLAN         ,433.596,140.560,0,0,865,3.345,0,1,3.100.000,NO,NO FUGA
830,M       ,1.900.351,51,TEC     ,CAS     ,138,1,ARICA           ,0,12.874,0,0,4,9.751,3.967,2,8.000.000,NO,FUGA
831,F       ,60.289,50,UNV     ,SOL     ,138,1,ARICA           ,0,7.381,0,242.689,167,21.204,88,1,2.200.000,NO,FUGA
832,M       ,657.298,47,MED     ,CAS     ,138,1,ARICA           ,0,527,0,0,42,0,0,3,3.200.000,NO,FUGA
833,F       ,386.339,32,UNV     ,SOL     ,37,105,SANTIAGO        ,0,55.745,0,72.822,44,0,123,1,1.600.000,NO,NO FUGA
834,F       ,216.025,55,BAS     ,CAS     ,20,50,SAN ESTEBAN     ,0,74.037,0,0,769,0,0,1,1.500.000,SI,NO FUGA
835,F       ,335.700,29,TEC     ,CAS     ,52,67,VINA DEL MAR    ,0,502.846,0,0,0,1.972,0,0,2.100.000,NO,NO FUGA
836,F       ,2.005.924,44,UNV     ,CAS     ,118,94,SANTIAGO        ,0,8.278,0,17.633,760,0,224,2,1.300.000,NO,FUGA
837,F       ,9.980,34,TEC     ,SEP     ,72,504,DIEGO DE ALMAGRO     ,0,198.207,0,82.347,70,0,264,1,3.500.000,SI,NO FUGA
838,M       ,362.676,49,UNV     ,SOL     ,138,1,ARICA           ,590.027,244.452,0,122.907,256,0,522,1,2.700.000,NO,FUGA
839,M       ,275.672,53,UNV     ,SOL     ,18,118,SANTIAGO        ,0,28.810,0,184.057,1.137,0,0,2,3.700.000,NO,FUGA
840,M       ,104.089,50,MED     ,CAS     ,79,148,SAN FERNANDO    ,13.680,217.750,0,0,434,0,3,1,2.700.000,NO,NO FUGA
841,F       ,97.818,39,UNV     ,CAS     ,90,85,SANTIAGO        ,0,63.379,0,695.834,1.186,0,200,3,6.000.000,NO,NO FUGA
842,M       ,483.107,37,TEC     ,CAS     ,48,29,LA SERENA       ,0,91.862,0,41.179,0,2.661,42,0,4.800.000,NO,NO FUGA
843,F       ,40.163,50,MED     ,CAS     ,12,13,CALAMA          ,530.229,0,0,0,88,0,0,1,1.000.000,NO,NO FUGA
844,M       ,1.921.714,43,UNV     ,CAS     ,55,90,SANTIAGO        ,1.046.965,10.646,0,833.551,189,19.482,3.871,1,2.000.000,SI,FUGA
845,M       ,53.712,55,UNV     ,CAS     ,55,90,SANTIAGO        ,0,12.663,1.326.485,1.376.478,224,20.307,1.302,2,750.000,NO,FUGA
846,F       ,1.159.600,41,UNV     ,CAS     ,130,90,SANTIAGO        ,0,674.818,0,66.632,13,0,221,1,5.200.000,NO,NO FUGA
847,M       ,444.026,39,MED     ,CAS     ,55,226,CONCEPCION      ,0,148.018,0,555,164,11.285,38,1,2.500.000,NO,NO FUGA
848,F       ,3.496.879,31,TEC     ,CAS     ,10,5,IQUIQUE         ,207.415,388.878,0,292.549,516,34.476,0,1,3.400.000,NO,NO FUGA
849,M       ,632.674,32,TEC     ,SOL     ,27,226,CONCEPCION      ,2.112.897,30.422,0,0,407,3.477,1.500,3,2.100.000,NO,FUGA
850,F       ,202.115,49,UNV     ,CAS     ,49,80,SANTIAGO        ,0,69.813,0,0,46,0,0,1,1.700.000,NO,FUGA
851,M       ,93.593,54,UNV     ,SOL     ,27,226,CONCEPCION      ,376.836,271.436,0,0,277,6.656,0,1,500.000,NO,FUGA
852,F       ,773.141,43,MED     ,CAS     ,24,88,SANTIAGO        ,1.487.105,4.178,0,0,459,30.262,0,1,4.100.000,NO,NO FUGA
853,F       ,98.010,40,UNV     ,SEP     ,27,226,CONCEPCION      ,672,144.554,0,242.853,529,0,2.045,2,2.000.000,NO,FUGA
854,F       ,6.627.448,38,TEC     ,VIU     ,80,115,SANTIAGO        ,0,281.023,0,0,311,4.202,145,1,2.300.000,NO,NO FUGA
855,M       ,844.010,47,UNV     ,SOL     ,138,1,ARICA           ,0,188.077,1.325.576,291.147,2,0,26.571,1,5.100.000,NO,FUGA
856,M       ,249.374,45,UNV     ,CAS     ,54,93,SANTIAGO        ,0,146.383,0,0,892,0,95,1,4.000.000,NO,FUGA
857,M       ,403.206,38,UNV     ,SOL     ,124,253,TEMUCO          ,0,20.218,0,0,128,0,0,1,2.500.000,NO,NO FUGA
858,M       ,3.172.052,40,MED     ,CAS     ,55,90,SANTIAGO        ,1.200.780,303.342,0,130.601,158,0,344,1,2.800.000,SI,FUGA
859,M       ,307.188,52,MED     ,CAS     ,45,119,SANTIAGO        ,0,0,8.695,0,3,0,0,1,8.000.000,NO,NO FUGA
860,M       ,45.200,36,UNV     ,SOL     ,12,13,CALAMA          ,0,158.622,0,314.091,0,1.058,255,0,2.000.000,NO,NO FUGA
